iid,gender,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,like_o,prob_o,met_o,dec,attr,sinc,intel,fun,amb,like,prob,met
231,1,12,6,199,0,0.39,0,30,2,17.5,17.5,20,12.5,20,12.5,0,3,3,3,8,8,3,7,2,1,9,4,6,6,6,7,5,2
231,1,11,7,200,0,0.82,0,25,2,13.21,18.87,18.87,16.98,16.98,15.09,0,5,7,8,7,7,7,4,2,1,8,8,7,8,6,8,6,2
231,1,2,8,201,0,-0.34,0,25,2,15.38,17.31,17.31,17.31,17.31,15.38,0,8,8,8,7,8,6,4,2,0,6,6,6,5,7,5,7,2
231,1,5,9,202,0,0.24,0,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,6,8,8,9,8,7,3,2,0,6,6,7,4,6,5,6,2
231,1,4,10,203,0,0.07,0,22,2,16,20,18,20,18,8,0,5,5,8,6,9,4,8,2,1,8,8,8,5,5,7,4,2
231,1,10,11,204,0,0.24,0,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,7,7,9,8,7,8,8,2,0,6,3,6,7,10,5,7,2
231,1,6,12,205,0,0.71,0,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,4,5,5,5,5,2,2,2,1,7,6,8,6,6,6,6,2
231,1,9,13,206,0,0.71,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,7,7,7,7,7,7,7,2,0,5,9,9,8,7,7,8,2
231,1,17,14,207,0,-0.31,0,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,4,5,4,6,5,5,9,2,0,7,4,5,7,8,5,5,2
231,1,20,18,211,0,-0.2,0,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,7,8,9,7,10,7,7,1,0,7,5,6,5,7,6,5,1
231,1,3,19,212,1,0.35,1,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,7,7,7,8,7,8,10,1,1,6,8,7,6,7,5,10,1
231,1,1,20,213,0,0.4,1,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,6,10,10,10,8,7,6,1,0,7,7,7,6,7,6,6,2
232,1,10,1,194,0,-0.44,1,24,2,16,16,20,16,18,14,0,5,10,9,6,7,5,7,2,0,5,5,5,4,3,5,2,2
232,1,14,2,195,0,0.29,1,27,2,15.38,19.23,19.23,19.23,13.46,13.46,0,5,6,7,4,6,5,7,2,1,7,8,8,8,6,7,6,2
232,1,13,3,196,0,0.32,0,25,4,17.65,17.65,17.65,15.69,15.69,15.69,0,3,5,4,3,3,3,2,2,0,6,6,6,5,5,4,3,2
232,1,11,4,197,1,0.13,0,24,6,14,18,20,18,16,14,1,10,10,10,10,10,10,1,1,1,10,10,9,10,8,9,7,1
232,1,2,5,198,0,0.03,0,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,4,4,4,4,4,2,1,2,0,3,6,5,4,4,3,1,2
232,1,7,6,199,0,0.37,1,30,2,17.5,17.5,20,12.5,20,12.5,0,2,9,7,2,7,2,3,2,1,6,5,6,6,6,6,5,2
232,1,6,7,200,0,0.72,1,25,2,13.21,18.87,18.87,16.98,16.98,15.09,0,5,9,7,5,8,7,6,2,1,8,8,9,10,9,9,7,2
232,1,20,9,202,0,0.2,1,22,2,15.38,19.23,19.23,19.23,15.38,11.54,0,7,9,9,7,9,7,6,2,1,6,7,7,7,7,5,4,2
232,1,19,10,203,0,-0.01,1,22,2,16,20,18,20,18,8,0,5,6,8,6,8,4,7,2,1,7,8,8,8,7,6,5,2
232,1,5,11,204,0,0.23,1,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,6,8,8,5,6,6,9,2,1,6,7,6,7,6,6,6,2
232,1,1,12,205,0,0.68,1,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,6,8,6,6,8,6,6,2,1,8,9,8,8,8,8,6,2
232,1,12,14,207,0,-0.33,1,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,4,6,6,4,4,3,8,2,1,8,7,7,8,8,7,5,2
232,1,3,15,208,0,0.53,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,0,5,9,9,7,8,6,5,2,1,7,7,8,8,8,6,4,2
232,1,15,18,211,0,-0.28,1,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,5,10,10,10,9,7,7,1,1,9,8,8,7,8,6,3,1
232,1,18,19,212,0,0.38,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,0,6,6,7,6,6,6,6,2,1,10,9,9,10,8,8,5,2
232,1,16,20,213,0,0.14,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,6,7,7,7,7,7,6,2,1,8,9,9,9,8,8,6,2
233,1,12,1,194,0,0.17,0,24,2,16,16,20,16,18,14,0,6,7,9,7,8,7,5,2,1,6,7,8,7,8,6,4,2
233,1,16,2,195,1,-0.5,0,27,2,15.38,19.23,19.23,19.23,13.46,13.46,1,6,9,10,9,8,7,7,2,1,6,7,7,7,7,6,5,2
233,1,13,4,197,0,0.18,0,24,6,14,18,20,18,16,14,0,7,7,7,7,7,5,4,2,1,8,8,8,8,8,6,6,2
233,1,4,5,198,0,0.44,1,23,4,15.38,19.23,17.31,19.23,9.62,19.23,0,4,6,6,7,6,5,5,2,0,6,8,8,8,8,7,4,2
233,1,9,6,199,0,-0.23,0,30,2,17.5,17.5,20,12.5,20,12.5,0,8,10,10,6,8,5,9,2,1,9,7,8,9,8,7,6,2
233,1,19,8,201,0,0.28,0,25,2,15.38,17.31,17.31,17.31,17.31,15.38,0,4,8,8,3,8,6,5,2,1,7,8,8,8,8,7,6,2
233,1,2,9,202,1,0.09,0,22,2,15.38,19.23,19.23,19.23,15.38,11.54,1,7,8,8,9,7,6,6,2,1,7,8,8,8,9,8,6,2
233,1,7,11,204,0,-0.17,0,26,2,19.61,15.69,17.65,15.69,17.65,13.73,0,6,8,9,6,8,8,5,2,1,7,8,8,8,8,7,6,2
233,1,3,12,205,0,-0.19,0,23,2,15.38,17.31,19.23,19.23,11.54,17.31,0,6,8,7,7,9,8,7,2,1,7,7,6,7,7,8,6,2
233,1,6,13,206,1,-0.21,0,31,1,14.58,16.67,20.83,18.75,16.67,12.5,1,1,7,7,7,7,7,7,2,1,7,7,7,7,7,7,5,2
233,1,14,14,207,0,0.5,0,23,2,17.31,13.46,17.31,19.23,19.23,13.46,0,9,8,8,9,7,7,9,2,1,9,8,8,8,8,8,6,2
233,1,5,15,208,1,-0.03,0,25,1,11.54,13.46,19.23,19.23,19.23,17.31,1,6,8,8,8,8,8,5,2,1,7,8,8,8,8,6,5,2
233,1,11,17,210,0,-0.22,0,29,2,20,15.56,20,15.56,11.11,17.78,0,4,2,2,9,9,2,9,2,1,8,8,8,8,8,9,6,2
233,1,17,18,211,0,0.19,0,28,2,16.36,16.36,18.18,18.18,16.36,14.55,0,5,5,7,5,9,4,7,2,1,9,8,7,7,7,6,5,2
233,1,20,19,212,1,-0.3,0,27,3,14.29,18.37,18.37,16.33,18.37,14.29,1,6,7,7,7,7,7,7,2,1,8,8,8,8,8,7,6,2
233,1,18,20,213,0,0.19,0,25,3,15.52,17.24,17.24,17.24,17.24,15.52,0,8,8,8,8,7,6,6,2,1,8,8,8,8,8,7,6,2
234,0,7,1,243,0,0.43,0,27,2,20,20,20,25,5,10,1,6,9,7,7,8,7,7,2,0,4,8,9,7,8,5,2,0
234,0,4,2,244,0,0.46,0,28,2,20,20,20,10,10,20,0,6,8,9,8,9,3,2,2,1,7,8,8,7,9,7,4,0
234,0,3,6,248,0,0.23,1,27,6,25,15,20,20,15,5,0,5,7,8,6,7,7,4,2,0,5,6,6,8,6,6,3,0
234,0,5,7,249,0,0.3,1,33,6,22,22,15,15,5,21,1,9,9,8,9,7,9,8,2,0,4,8,7,8,9,7,5,0
234,0,1,8,250,0,0.66,1,25,6,20,20,20,20,10,10,0,5,10,6,7,7,5,6,2,1,7,5,8,5,8,5,3,0
235,0,6,2,244,0,0.01,1,28,2,20,20,20,10,10,20,1,9,9,7,8,8,6,4,2,0,6,7,7,6,7,6,4,0
235,0,8,3,245,0,0.43,1,32,2,18,10,30,10,10,22,0,7,6,6,5,4,6,4,2,0,2,6,8,4,8,3,2,0
235,0,2,5,247,0,-0.63,0,25,4,20,30,10,15,0,25,1,8,7,7,7,2,7,6,2,0,3,8,7,5,5,4,3,0
235,0,5,6,248,1,0.04,0,27,6,25,15,20,20,15,5,1,7,8,6,8,6,8,6,2,1,7,6,6,8,7,7,4,0
235,0,7,7,249,0,0.31,0,33,6,22,22,15,15,5,21,1,9,8,9,9,6,9,8,2,0,2,5,5,2,5,2,2,0
235,0,3,8,250,0,0.65,0,25,6,20,20,20,20,10,10,1,9,10,7,9,7,9,9,2,0,3,7,7,6,9,5,4,0
235,0,1,9,251,0,0.11,0,33,6,19,19,19,19,19,5,1,8,9,8,8,8,8,8,2,0,5,9,8,7,8,5,6,0
236,0,7,2,244,0,0.07,0,28,2,20,20,20,10,10,20,0,4,6,7,2,2,4,2,2,1,7,7,7,9,9,8,8,0
236,0,9,3,245,0,0.19,0,32,2,18,10,30,10,10,22,1,9,7,8,6,6,8,2,2,0,4,6,9,3,9,7,7,0
236,0,3,5,247,0,-0.14,1,25,4,20,30,10,15,0,25,0,7,7,5,3,7,3,3,2,0,3,7,7,4,7,6,7,0
236,0,6,6,248,0,-0.03,0,27,6,25,15,20,20,15,5,0,6,6,9,6,7,6,4,2,1,7,5,6,8,9,7,7,0
236,0,8,7,249,0,0.47,0,33,6,22,22,15,15,5,21,0,9,9,9,6,7,7,6,2,0,4,7,7,5,9,5,6,0
236,0,4,8,250,0,0.39,0,25,6,20,20,20,20,10,10,0,3,8,5,4,4,4,6,2,1,7,6,7,6,7,7,8,0
236,0,2,9,251,0,0.39,0,33,6,19,19,19,19,19,5,0,4,8,7,3,8,3,6,2,0,5,6,6,7,5,7,7,0
237,0,2,1,243,0,0.38,1,27,2,20,20,20,25,5,10,1,7,8,7,8,7,7,6,2,0,4,2,4,2,1,2,0,0
237,0,7,6,248,0,0.15,0,27,6,25,15,20,20,15,5,0,6,7,7,6,6,6,4,2,1,7,8,7,6,6,7,6,2
238,0,6,1,243,0,0.28,1,27,2,20,20,20,25,5,10,0,6,7,6,5,8,6,5,2,1,8,8,9,8,9,7,7,0
238,0,3,2,244,1,0.18,1,28,2,20,20,20,10,10,20,1,8,8,8,8,9,8,5,2,1,8,9,9,8,9,8,7,0
238,0,5,3,245,0,0.26,1,32,2,18,10,30,10,10,22,0,6,7,6,6,6,5,5,2,1,8,9,10,9,10,7,8,0
238,0,8,5,247,0,-0.14,0,25,4,20,30,10,15,0,25,1,6,7,7,6,5,6,5,2,0,5,8,8,5,7,6,6,0
238,0,2,6,248,0,0.14,0,27,6,25,15,20,20,15,5,0,6,8,7,7,6,7,5,2,1,9,8,9,8,9,8,7,0
238,0,4,7,249,0,0.2,0,33,6,22,22,15,15,5,21,1,9,9,8,9,8,9,8,1,0,6,8,9,8,10,7,6,0
238,0,9,8,250,1,0.81,0,25,6,20,20,20,20,10,10,1,8,8,8,9,7,8,9,2,1,9,8,9,9,10,9,8,0
238,0,7,9,251,0,0.03,0,33,6,19,19,19,19,19,5,0,5,8,7,4,8,5,6,2,0,6,8,8,6,7,6,6,0
239,0,2,2,244,0,0.66,1,28,2,20,20,20,10,10,20,0,6,8,9,3,6,3,2,2,0,7,6,6,7,8,6,2,0
239,0,7,5,247,0,0.02,0,25,4,20,30,10,15,0,25,1,5,8,6,5,4,7,7,2,0,6,8,8,5,6,6,7,0
239,0,1,6,248,0,0.15,0,27,6,25,15,20,20,15,5,0,6,7,8,6,3,6,4,2,1,8,8,7,8,9,8,4,0
239,0,3,7,249,0,0.32,0,33,6,22,22,15,15,5,21,0,6,7,6,5,5,6,4,2,0,6,8,8,6,8,6,7,0
239,0,8,8,250,0,0.6,0,25,6,20,20,20,20,10,10,0,5,8,7,6,6,5,9,2,1,7,8,9,7,8,7,5,0
239,0,6,9,251,0,0.37,0,33,6,19,19,19,19,19,5,0,7,8,8,6,6,7,6,2,0,5,7,8,6,6,6,6,0
240,0,4,1,243,0,0.09,0,27,2,20,20,20,25,5,10,0,7,7,7,9,9,7,7,2,1,7,7,7,7,5,7,4,0
240,0,1,2,244,0,-0.31,0,28,2,20,20,20,10,10,20,0,8,6,8,10,9,3,3,2,1,7,7,6,6,5,6,6,0
240,0,3,3,245,0,0.18,0,32,2,18,10,30,10,10,22,1,8,7,8,7,7,8,3,2,0,5,7,6,5,6,6,4,0
240,0,6,5,247,0,-0.06,1,25,4,20,30,10,15,0,25,1,6,6,4,8,3,7,7,2,0,4,5,5,4,7,4,2,0
240,0,9,6,248,0,0.09,0,27,6,25,15,20,20,15,5,1,6,7,7,8,7,7,6,2,0,5,4,5,7,6,6,4,0
240,0,2,7,249,0,-0.18,0,33,6,22,22,15,15,5,21,1,8,9,8,10,9,9,6,2,0,5,5,6,5,7,6,3,0
240,0,7,8,250,1,-0.38,0,25,6,20,20,20,20,10,10,1,6,7,7,8,9,7,10,2,1,7,5,5,6,5,6,5,0
240,0,5,9,251,0,0.28,0,33,6,19,19,19,19,19,5,0,7,8,7,5,8,5,6,2,0,5,5,5,4,4,5,2,0
241,0,5,2,244,0,0,0,28,2,20,20,20,10,10,20,1,8,9,9,9,9,7,5,2,0,5,7,8,6,7,6,6,0
241,0,7,3,245,0,0.11,0,32,2,18,10,30,10,10,22,1,9,8,7,7,6,8,4,2,0,4,7,10,7,8,6,4,0
241,0,1,5,247,0,-0.15,1,25,4,20,30,10,15,0,25,1,5,6,5,5,4,5,6,2,0,5,10,10,9,6,8,6,0
241,0,4,6,248,1,0.17,0,27,6,25,15,20,20,15,5,1,6,7,7,8,7,7,6,2,1,10,6,8,9,7,7,6,0
241,0,6,7,249,0,0.19,0,33,6,22,22,15,15,5,21,1,2,9,7,9,9,8,7,2,0,5,8,9,6,10,6,6,0
241,0,2,8,250,1,0.76,0,25,6,20,20,20,20,10,10,1,8,10,8,8,8,8,9,2,1,8,6,10,9,10,8,7,0
241,0,9,9,251,0,-0.01,0,33,6,19,19,19,19,19,5,0,7,8,7,6,7,7,5,2,0,7,7,9,6,8,6,4,0
242,0,3,1,243,1,0.31,0,27,2,20,20,20,25,5,10,1,7,8,8,8,7,8,7,2,1,4,6,7,3,2,6,5,0
242,0,9,2,244,0,0.19,0,28,2,20,20,20,10,10,20,0,8,5,7,5,3,4,2,2,1,3,6,6,5,9,7,5,0
242,0,2,3,245,0,0.73,0,32,2,18,10,30,10,10,22,0,9,8,8,7,7,7,2,2,0,3,2,6,2,2,3,4,0
242,0,5,5,247,0,-0.01,0,25,4,20,30,10,15,0,25,1,8,6,6,6,3,7,5,2,0,1,7,6,2,2,2,3,0
242,0,8,6,248,1,0.16,0,27,6,25,15,20,20,15,5,1,8,7,7,6,6,8,5,2,1,5,3,6,7,10,7,6,0
242,0,6,8,250,1,0.67,0,25,6,20,20,20,20,10,10,1,7,8,7,8,7,7,9,2,1,7,7,7,6,9,7,6,0
242,0,4,9,251,1,0.44,0,33,6,19,19,19,19,19,5,1,8,9,8,8,8,8,7,2,1,3,6,7,5,3,6,6,0
243,1,7,1,234,0,0.43,0,22,6,20,20,20,10,10,20,0,4,8,9,7,8,5,2,2,1,6,9,7,7,8,7,7,0
243,1,2,4,237,0,0.38,1,34,2,10,20,20,20,20,10,0,4,2,4,2,1,2,0,2,1,7,8,7,8,7,7,6,0
243,1,6,5,238,0,0.28,1,27,2,15,20,20,15,15,15,1,8,8,9,8,9,7,7,2,0,6,7,6,5,8,6,5,0
243,1,4,7,240,0,0.09,0,26,4,10,30,30,10,10,10,1,7,7,7,7,5,7,4,2,0,7,7,7,9,9,7,7,0
243,1,3,9,242,1,0.31,0,26,3,20,20,25,20,5,10,1,4,6,7,3,2,6,5,2,1,7,8,8,8,7,8,7,0
244,1,4,1,234,0,0.46,0,22,6,20,20,20,10,10,20,1,7,8,8,7,9,7,4,2,0,6,8,9,8,9,3,2,0
244,1,6,2,235,0,0.01,1,23,2,15,15,20,20,20,10,0,6,7,7,6,7,6,4,2,1,9,9,7,8,8,6,4,0
244,1,7,3,236,0,0.07,0,24,4,15,20,15,20,15,15,1,7,7,7,9,9,8,8,2,0,4,6,7,2,2,4,2,0
244,1,3,5,238,1,0.18,1,27,2,15,20,20,15,15,15,1,8,9,9,8,9,8,7,2,1,8,8,8,8,9,8,5,0
244,1,2,6,239,0,0.66,1,34,2,10,25,20,20,5,20,0,7,6,6,7,8,6,2,2,0,6,8,9,3,6,3,2,0
244,1,1,7,240,0,-0.31,0,26,4,10,30,30,10,10,10,1,7,7,6,6,5,6,6,2,0,8,6,8,10,9,3,3,0
244,1,5,8,241,0,0,0,29,4,90,2,2,2,2,2,0,5,7,8,6,7,6,6,2,1,8,9,9,9,9,7,5,0
244,1,9,9,242,0,0.19,0,26,3,20,20,25,20,5,10,1,3,6,6,5,9,7,5,2,0,8,5,7,5,3,4,2,0
245,1,8,2,235,0,0.43,1,23,2,15,15,20,20,20,10,0,2,6,8,4,8,3,2,2,0,7,6,6,5,4,6,4,0
245,1,9,3,236,0,0.19,0,24,4,15,20,15,20,15,15,0,4,6,9,3,9,7,7,2,1,9,7,8,6,6,8,2,0
245,1,5,5,238,0,0.26,1,27,2,15,20,20,15,15,15,1,8,9,10,9,10,7,8,2,0,6,7,6,6,6,5,5,0
245,1,3,7,240,0,0.18,0,26,4,10,30,30,10,10,10,0,5,7,6,5,6,6,4,2,1,8,7,8,7,7,8,3,0
245,1,7,8,241,0,0.11,0,29,4,90,2,2,2,2,2,0,4,7,10,7,8,6,4,2,1,9,8,7,7,6,8,4,0
245,1,2,9,242,0,0.73,0,26,3,20,20,25,20,5,10,0,3,2,6,2,2,3,4,2,0,9,8,8,7,7,7,2,0
247,1,2,2,235,0,-0.63,0,23,2,15,15,20,20,20,10,0,3,8,7,5,5,4,3,2,1,8,7,7,7,2,7,6,0
247,1,3,3,236,0,-0.14,1,24,4,15,20,15,20,15,15,0,3,7,7,4,7,6,7,2,0,7,7,5,3,7,3,3,0
247,1,8,5,238,0,-0.14,0,27,2,15,20,20,15,15,15,0,5,8,8,5,7,6,6,2,1,6,7,7,6,5,6,5,0
247,1,7,6,239,0,0.02,0,34,2,10,25,20,20,5,20,0,6,8,8,5,6,6,7,2,1,5,8,6,5,4,7,7,0
247,1,6,7,240,0,-0.06,1,26,4,10,30,30,10,10,10,0,4,5,5,4,7,4,2,2,1,6,6,4,8,3,7,7,0
247,1,1,8,241,0,-0.15,1,29,4,90,2,2,2,2,2,0,5,10,10,9,6,8,6,2,1,5,6,5,5,4,5,6,0
247,1,5,9,242,0,-0.01,0,26,3,20,20,25,20,5,10,0,1,7,6,2,2,2,3,2,1,8,6,6,6,3,7,5,0
248,1,3,1,234,0,0.23,1,22,6,20,20,20,10,10,20,0,5,6,6,8,6,6,3,2,0,5,7,8,6,7,7,4,0
248,1,5,2,235,1,0.04,0,23,2,15,15,20,20,20,10,1,7,6,6,8,7,7,4,2,1,7,8,6,8,6,8,6,0
248,1,6,3,236,0,-0.03,0,24,4,15,20,15,20,15,15,1,7,5,6,8,9,7,7,2,0,6,6,9,6,7,6,4,0
248,1,7,4,237,0,0.15,0,34,2,10,20,20,20,20,10,1,7,8,7,6,6,7,6,2,0,6,7,7,6,6,6,4,0
248,1,2,5,238,0,0.14,0,27,2,15,20,20,15,15,15,1,9,8,9,8,9,8,7,2,0,6,8,7,7,6,7,5,0
248,1,1,6,239,0,0.15,0,34,2,10,25,20,20,5,20,1,8,8,7,8,9,8,4,2,0,6,7,8,6,3,6,4,0
248,1,9,7,240,0,0.09,0,26,4,10,30,30,10,10,10,0,5,4,5,7,6,6,4,2,1,6,7,7,8,7,7,6,0
248,1,4,8,241,1,0.17,0,29,4,90,2,2,2,2,2,1,10,6,8,9,7,7,6,2,1,6,7,7,8,7,7,6,0
248,1,8,9,242,1,0.16,0,26,3,20,20,25,20,5,10,1,5,3,6,7,10,7,6,2,1,8,7,7,6,6,8,5,0
249,1,5,1,234,0,0.3,1,22,6,20,20,20,10,10,20,0,4,8,7,8,9,7,5,2,1,9,9,8,9,7,9,8,0
249,1,7,2,235,0,0.31,0,23,2,15,15,20,20,20,10,0,2,5,5,2,5,2,2,2,1,9,8,9,9,6,9,8,0
249,1,8,3,236,0,0.47,0,24,4,15,20,15,20,15,15,0,4,7,7,5,9,5,6,2,0,9,9,9,6,7,7,6,0
249,1,4,5,238,0,0.2,0,27,2,15,20,20,15,15,15,0,6,8,9,8,10,7,6,2,1,9,9,8,9,8,9,8,1
249,1,3,6,239,0,0.32,0,34,2,10,25,20,20,5,20,0,6,8,8,6,8,6,7,2,0,6,7,6,5,5,6,4,0
249,1,2,7,240,0,-0.18,0,26,4,10,30,30,10,10,10,0,5,5,6,5,7,6,3,2,1,8,9,8,10,9,9,6,0
249,1,6,8,241,0,0.19,0,29,4,90,2,2,2,2,2,0,5,8,9,6,10,6,6,2,1,2,9,7,9,9,8,7,0
250,1,1,1,234,0,0.66,1,22,6,20,20,20,10,10,20,1,7,5,8,5,8,5,3,2,0,5,10,6,7,7,5,6,0
250,1,3,2,235,0,0.65,0,23,2,15,15,20,20,20,10,0,3,7,7,6,9,5,4,2,1,9,10,7,9,7,9,9,0
250,1,4,3,236,0,0.39,0,24,4,15,20,15,20,15,15,1,7,6,7,6,7,7,8,2,0,3,8,5,4,4,4,6,0
250,1,9,5,238,1,0.81,0,27,2,15,20,20,15,15,15,1,9,8,9,9,10,9,8,2,1,8,8,8,9,7,8,9,0
250,1,8,6,239,0,0.6,0,34,2,10,25,20,20,5,20,1,7,8,9,7,8,7,5,2,0,5,8,7,6,6,5,9,0
250,1,7,7,240,1,-0.38,0,26,4,10,30,30,10,10,10,1,7,5,5,6,5,6,5,2,1,6,7,7,8,9,7,10,0
250,1,2,8,241,1,0.76,0,29,4,90,2,2,2,2,2,1,8,6,10,9,10,8,7,2,1,8,10,8,8,8,8,9,0
250,1,6,9,242,1,0.67,0,26,3,20,20,25,20,5,10,1,7,7,7,6,9,7,6,2,1,7,8,7,8,7,7,9,0
251,1,1,2,235,0,0.11,0,23,2,15,15,20,20,20,10,0,5,9,8,7,8,5,6,2,1,8,9,8,8,8,8,8,0
251,1,2,3,236,0,0.39,0,24,4,15,20,15,20,15,15,0,5,6,6,7,5,7,7,2,0,4,8,7,3,8,3,6,0
251,1,7,5,238,0,0.03,0,27,2,15,20,20,15,15,15,0,6,8,8,6,7,6,6,2,0,5,8,7,4,8,5,6,0
251,1,6,6,239,0,0.37,0,34,2,10,25,20,20,5,20,0,5,7,8,6,6,6,6,2,0,7,8,8,6,6,7,6,0
251,1,5,7,240,0,0.28,0,26,4,10,30,30,10,10,10,0,5,5,5,4,4,5,2,2,0,7,8,7,5,8,5,6,0
251,1,9,8,241,0,-0.01,0,29,4,90,2,2,2,2,2,0,7,7,9,6,8,6,4,2,0,7,8,7,6,7,7,5,0
251,1,4,9,242,1,0.44,0,26,3,20,20,25,20,5,10,1,3,6,7,5,3,6,6,2,1,8,9,8,8,8,8,7,0
252,0,10,1,273,0,0.37,0,29,2,30,25,18,18,4,5,0,4,8,8,7,6,6,2,2,1,6,6,7,6,5,6,8,0
252,0,12,2,274,1,0.47,1,24,3,30,10,20,20,10,10,1,7,9,8,9,8,9,10,2,1,4,5,6,6,6,6,8,0
252,0,4,3,275,0,0.38,0,21,2,25,10,25,5,10,25,1,7,8,8,6,6,7,7,2,0,7,6,9,4,9,2,4,0
252,0,17,4,276,0,0.34,0,26,2,24,16,28,14,8,10,1,6,9,8,7,9,8,7,2,0,2,4,5,5,5,3,3,0
252,0,11,6,278,0,0.64,0,32,2,25,15,20,25,10,5,1,7,7,8,7,8,8,5,2,0,1,2,8,1,8,2,8,0
252,0,13,7,279,0,-0.09,0,25,2,27,15,28,10,10,10,0,6.5,8,9,10,8,3,6,2,1,4,2,5,1,8,6,8,0
252,0,3,8,280,0,0.45,0,25,2,25,20,30,15,5,5,0,7,8,7,7,8,5,2,2,0,1,9,8,1,3,2,8,0
252,0,1,9,281,0,0.53,0,27,2,20,20,20,15,5,20,1,10,8,8,8,5,8,6,2,0,4,6,8,6,6,4,8,0
252,0,21,10,282,0,-0.15,0,23,1,25,15,20,20,10,10,1,7,7,7,7,8,7,2,2,0,1,2,5,7,5,1,4,0
252,0,20,11,283,0,-0.02,0,27,4,50,10,10,10,10,10,1,9,9,9,9,9,9,9,2,0,6,1,5,1,1,1,2,0
252,0,5,14,286,0,0.11,0,22,2,10,15,25,15,15,20,0,9,8,8,7,9,4,3,2,0,4,9,3,2,4,2,4,0
252,0,6,15,287,0,0.5,0,22,4,35,40,5,5,7,8,1,7,7,7,7,6,6,6,2,0,1,2,3,1,5,1,5,0
252,0,7,16,288,0,0.34,0,27,2,20,20,15,25,10,10,0,4,6,5,8,5,5,3,2,0,1,6,5,1,6,1,5,0
252,0,8,17,289,0,0.09,0,28,4,20,30,10,20,0,20,0,7,6,6,5,7,5,3,2,1,2,6,6,7,6,3,8,0
252,0,16,18,290,0,0.31,0,34,2,30,10,30,10,5,15,0,8,7,6,5,4,3,3,2,0,4,2,7,1,7,1,2,0
252,0,9,19,291,1,-0.16,0,27,4,20,20,15,15,12,18,1,6,10,8,9,8,7,6,2,1,1,7,9,2,9,2,8,0
252,0,14,21,293,0,0.47,1,28,3,23,18,21,18,10,10,1,8,8,7,8,7,8,8,2,0,2,8,8,3,8,2,6,0
253,0,17,1,273,0,0.43,0,29,2,30,25,18,18,4,5,0,1,7,8,5,7,3,2,2,0,5,6,7,6,7,5,6,0
253,0,19,2,274,1,0.5,0,24,3,30,10,20,20,10,10,1,5,6,8,7,7,6,7,2,1,6,7,7,7,7,7,7,0
253,0,11,3,275,0,0.29,0,21,2,25,10,25,5,10,25,1,6,6,7,5,6,6,7,2,0,6,7,7,5,6,6,5,0
253,0,3,4,276,0,0.58,0,26,2,24,16,28,14,8,10,0,4,7,7,2,6,5,4,2,1,6,6,7,6,7,6,5,0
253,0,4,5,277,0,0.13,0,25,2,60,20,0,20,0,0,0,5,7,7,5,6,6,1,2,1,7,7,8,8,7,8,7,0
253,0,18,6,278,0,0.68,0,32,2,25,15,20,25,10,5,0,5,7,7,5,8,5,3,2,0,5,6,6,5,7,6,5,0
253,0,20,7,279,0,0.27,0,25,2,27,15,28,10,10,10,0,4,7,7,4,6,3,4,2,1,7,6,7,7,8,7,6,0
253,0,10,8,280,0,0.49,0,25,2,25,20,30,15,5,5,0,2,7,7,3,7,4,4,2,0,5,6,7,4,5,5,5,0
253,0,8,9,281,0,0.6,0,27,2,20,20,20,15,5,20,0,3,6,8,4,5,4,2,2,1,7,7,7,7,6,7,7,0
253,0,6,11,283,0,-0.29,1,27,4,50,10,10,10,10,10,0,3,3,3,6,6,1,1,2,0,4,8,8,5,6,5,5,0
253,0,1,13,285,1,0.01,0,24,6,20,20,25,25,5,5,1,5,5,5,4,4,4.5,8,2,1,6,8,8,6,7,7,7,0
253,0,13,15,287,0,0.26,1,22,4,35,40,5,5,7,8,0,4,7,6,4,4,4,5,2,0,5,5,6,5,5,5,5,0
253,0,14,16,288,0,0.29,0,27,2,20,20,15,25,10,10,0,3,6,6,4,4,4,2,2,1,5,5,6,5,6,6,6,0
253,0,15,17,289,0,0.13,1,28,4,20,30,10,20,0,20,0,2,3,6,2,6,3,2,2,1,7,7,7,7,7,8,6,0
253,0,2,18,290,0,0.4,0,34,2,30,10,30,10,5,15,0,2,5,6,5,5,4,3,2,0,6,7,7,5,7,5,4,0
